Organization_Site,Country,Data_type,Data_level,Age_range_low,Age_range_high,Numerator,Denominator,Percent,Estimates,TB_Type1,TB_Type2,TB_Type3,TB_Type4,Gender,Population1,Population2,Population3,CDR,Comments,Data_Year_Min,Data_Year_Max,Data_source
Setshaba Research Centre,South Africa,TB incidence,District,45,54,1179,2200000,0.00054,,PTB,,,,Male only,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,District,55,64,549,2200000,0.00025,,PTB,,,,Male only,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,District,65,74,147,2200000,0.00007,,PTB,,,,Male only,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,District,75,100,31,2200000,0.00001,,PTB,,,,Male only,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,District,0,7,940,2200000,0.00043,,SS not done,PTB,,,Both,Community,,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,District,7,100,9095,2200000,0.00413,,SS+,SS-,SS not done,PTB,Both,Community,,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,District,0,100,20600,2200000,0.00936,,EPTB,PTB,,,Both,Community,,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,0,4,404,2200000,0.00018,,PTB,,,,Female only,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,0,4,822,2200000,0.00037,,PTB,,,,Both,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,5,14,211,2200000,0.0001,,PTB,,,,Female only,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,5,14,419,2200000,0.00019,,PTB,,,,Both,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,15,24,695,2200000,0.00032,,PTB,,,,Female only,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,15,24,1057,2200000,0.00048,,PTB,,,,Both,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,25,34,1833,2200000,0.00083,,PTB,,,,Female only,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,25,34,3312,2200000,0.00151,,PTB,,,,Both,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,35,44,1434,2200000,0.00065,,PTB,,,,Female only,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,35,44,3366,2200000,0.00153,,PTB,,,,Both,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,45,54,714,2200000,0.00032,,PTB,,,,Female only,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,45,54,1893,2200000,0.00086,,PTB,,,,Both,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,55,64,312,2200000,0.00014,,PTB,,,,Female only,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,55,64,861,2200000,0.00039,,PTB,,,,Both,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,65,74,96,2200000,0.00004,,PTB,,,,Female only,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,65,74,243,2200000,0.00011,,PTB,,,,Both,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,75,100,31,2200000,0.00001,,PTB,,,,Female only,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,75,100,62,2200000,0.00003,,PTB,,,,Both,TB patients (undefined),,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,7,100,3317,2200000,0.00151,,SS+,PTB,,,Both,Community,,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,7,100,3892,2200000,0.00177,,SS-,PTB,,,Both,Community,,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,7,100,1886,2200000,0.00086,,SS not done,PTB,,,Both,Community,,,,,2010,2011,"
2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,0,100,1470,2200000,0.00067,,EPTB,,,,Both,Community,,,,,2010,2011,"
2012 TB018 presentation"
Shivgarh,India,TB incidence,Site,0,100,,,0.00116,,,,,,Both,Community,,,,"
In Mohanlalganij Block",2012,2012,"
TB018 presentation"
Shivgarh,India,TB incidence,Site,0,100,,,0.00136,,,,,,Both,Community,,,,,2010,2010,"
TB018 presentation"
Shivgarh,India,TB incidence,Site,0,100,,,0.00122,,,,,,Both,Community,,,,,2011,2011,"
TB018 presentation"
Shivgarh,India,TB incidence,Site,20,100,,,0.00266,,,,,,Both,Community,,,,,2010,2010,"
TB018 presentation"
Shivgarh,India,TB incidence,Site,20,100,,,0.00248,,,,,,Both,Community,,,,,2011,2011,"
TB018 presentation"
Shivgarh,India,TB incidence,Site,0,100,328,282000,0.00116,,SS+,SS-,,,Both,Community,,,,"
In Mohanlalganj Block",2012,2012,"
TB018 presentation"
Shivgarh,India,TB incidence,Site,0,100,219,282000,0.00078,,SS+,,,,Both,Community,,,,"
In Mohanlalganj Block",2012,2012,"
TB018 presentation"
Shivgarh,India,TB incidence,Site,0,100,109,282000,0.00039,,SS-,,,,Both,Community,,,,"
In Mohanlalganj Block",2012,2012,"
TB018 presentation"
Shivgarh,India,TB incidence,Site,0,100,301,267000,0.00113,,SS+,SS-,,,Both,Community,,,,"
In Gosaiganj Block",2012,2012,"
TB018 presentation"
Shivgarh,India,TB incidence,Site,0,100,200,267000,0.00071,,SS+,,,,Both,Community,,,,"
In Gosaiganj Block",2012,2012,"
TB018 presentation"
Shivgarh,India,TB incidence,Site,0,100,101,267000,0.00036,,SS-,,,,Both,Community,,,,"
In Gosaiganj Block",2012,2012,"
TB018 presentation"
Socios en Salud,Peru,LTBI prevalence - TST,Site,0,4,230,1791,0.12842,,,,,,Both,High-risk population (HHC),,,,"
TST induration =>10mm",2009,2012,"
Zelner 2014 Bacillus Calmette-Guerin and Isoniazid Preventive Therapy Protect Contacts of Patients with Tuberculosis"
Socios en Salud,Peru,LTBI prevalence - TST,Site,5,9,298,1464,0.20355,,,,,,Both,High-risk population (HHC),,,,"
TST induration =>10mm",2009,2012,"
Zelner 2014 Bacillus Calmette-Guerin and Isoniazid Preventive Therapy Protect Contacts of Patients with Tuberculosis"
Socios en Salud,Peru,LTBI prevalence - TST,Site,10,14,363,1340,0.2709,,,,,,Both,High-risk population (HHC),,,,"
TST induration =>10mm",2009,2012,"
Zelner 2014 Bacillus Calmette-Guerin and Isoniazid Preventive Therapy Protect Contacts of Patients with Tuberculosis"
Socios en Salud,Peru,LTBI prevalence - TST,Site,15,19,384,1401,0.27409,,,,,,Both,High-risk population (HHC),,,,"
TST induration =>10mm",2009,2012,"
Zelner 2014 Bacillus Calmette-Guerin and Isoniazid Preventive Therapy Protect Contacts of Patients with Tuberculosis"
Socios en Salud,Peru,LTBI prevalence - TST,Site,20,29,929,2468,0.37642,,,,,,Both,High-risk population (HHC),,,,"
TST induration =>10mm",2009,2012,"
Zelner 2014 Bacillus Calmette-Guerin and Isoniazid Preventive Therapy Protect Contacts of Patients with Tuberculosis"
Socios en Salud,Peru,LTBI prevalence - TST,Site,30,39,764,1734,0.4406,,,,,,Both,High-risk population (HHC),,,,"
TST induration =>10mm",2009,2012,"
Zelner 2014 Bacillus Calmette-Guerin and Isoniazid Preventive Therapy Protect Contacts of Patients with Tuberculosis"
Socios en Salud,Peru,LTBI prevalence - TST,Site,40,49,787,1558,0.50513,,,,,,Both,High-risk population (HHC),,,,"
TST induration =>10mm",2009,2012,"
Zelner 2014 Bacillus Calmette-Guerin and Isoniazid Preventive Therapy Protect Contacts of Patients with Tuberculosis"
Socios en Salud,Peru,LTBI prevalence - TST,Site,50,100,1015,2219,0.45741,,,,,,Both,High-risk population (HHC),,,,"
TST induration =>10mm",2009,2012,"
Zelner 2014 Bacillus Calmette-Guerin and Isoniazid Preventive Therapy Protect Contacts of Patients with Tuberculosis"
St John's Research Institute (Palamaner),India,LTBI prevalence - TST,Site,18,41,2,69,0.02899,,,,,,Male only,Trial (clinical),,,,"
21.74 yo is mean age of infection; TST => 15 mm",2011,2011,"
C-004-402"
St John's Research Institute (Palamaner),India,LTBI prevalence - TST,Site,11,18,794,6608,0.12016,,,,,,Both,Students,,,,"
TST => 10 mm",2007,2010,"
Uppada 2014 The tuberculin skin test in school going adolescents in South India: associations of socio-demographic and clinical characteristics with TST positivity and non-response 
 "
St John's Research Institute (Palamaner),India,LTBI prevalence - TST,Site,11,18,444,3414,0.13005,,,,,,Male only,Students,,,,"
TST => 10 mm",2007,2010,"
Uppada 2014 The tuberculin skin test in school going adolescents in South India: associations of socio-demographic and clinical characteristics with TST positivity and non-response
"
St John's Research Institute (Palamaner),India,LTBI prevalence - TST,Site,11,18,350,3194,0.10958,,,,,,Female only,Students,,,,"
TST => 10 mm",2007,2010,"
Uppada 2014 The tuberculin skin test in school going adolescents in South India: associations of socio-demographic and clinical characteristics with TST positivity and non-response"
St John's Research Institute (Palamaner),India,LTBI prevalence - TST,Site,11,12,193,1778,0.10855,,,,,,Both,Students,,,,"
TST => 10 mm",2007,2010,"
Uppada 2014 The tuberculin skin test in school going adolescents in South India: associations of socio-demographic and clinical characteristics with TST positivity and non-response
"
St John's Research Institute (Palamaner),India,LTBI prevalence - TST,Site,13,14,408,3498,0.11664,,,,,,Both,Students,,,,"
TST => 10 mm",2007,2010,"
Uppada 2014 The tuberculin skin test in school going adolescents in South India: associations of socio-demographic and clinical characteristics with TST positivity and non-response
"
St John's Research Institute (Palamaner),India,LTBI prevalence - TST,Site,15,16,153,1100,0.13909,,,,,,Both,Students,,,,"
TST => 10 mm",2007,2010,"
Uppada 2014 The tuberculin skin test in school going adolescents in South India: associations of socio-demographic and clinical characteristics with TST positivity and non-response
"
St John's Research Institute (Palamaner),India,LTBI prevalence - TST,Site,17,18,40,232,0.17241,,,,,,Both,Students,,,,"
TST => 10 mm",2007,2010,"
Uppada 2014 The tuberculin skin test in school going adolescents in South India: associations of socio-demographic and clinical characteristics with TST positivity and non-response
"
St. Peter's Hospital,Ethiopia,HIV prevalence,Site,15,100,63,120,0.525,,,,,,Both,TB patients (receiving treatment),,,,,2014,2014,"
Damtew 2014 Prevalence of diabetes mellitus among active pulmonary tuberculosis patients at St. Peter Specialized Hospital, Addis Ababa, Ethiopia"
St. Peter's Hospital,Ethiopia,HIV prevalence,Site,15,100,31,67,0.46269,,,,,,Male only,TB patients (receiving treatment),,,,,2014,2014,"
Damtew 2014 Prevalence of diabetes mellitus among active pulmonary tuberculosis patients at St. Peter Speacialized Hospital, Addis Ababa, Ethiopia"
St. Peter's Hospital,Ethiopia,HIV prevalence,Site,15,100,32,53,0.60377,,,,,,Female only,TB patients (receiving treatment),,,,,2014,2014,"
Damtew 2014 Prevalence of diabetes mellitus among active pulmonary tuberculosis patients at St. Peter Specialized Hospital, Addis Ababa, Ethiopia
"
St. Peter's Hospital,Ethiopia,TB prevalence - drug resistant,Site,10,75,207,382,0.54188,,Default/retreatment,,,,Male only,TB patients (receiving treatment),TB patients (relapse cases),,,"
  ",2012,2013,"
Abate 2014 Isoniazid and rifampicin resistance mutations and their effect on second-line anti-tuberculosis treatment"
St. Peter's Hospital,Ethiopia,TB prevalence - drug resistant,Site,10,75,211,327,0.64526,,Default/retreatment,,,,Female only,TB patients (receiving treatment),TB patients (relapse cases),,,"
  ",2012,2013,"
Abate 2014 Isoniazid and rifampicin resistance mutations and their effect on second-line anti-tuberculosis treatment"
Tasiilaq,Greenland,LTBI prevalence - IGRA,Site,5,30,280,953,0.29381,,,,,,Both,Community,,,,,2012,2012,"
Michelsen 2014 The effectiveness of BCG vaccination in preventing Mycobacterium tuberculosis infection and disease in Greenland"
Tasiilaq,Greenland,LTBI prevalence - IGRA,Site,5,30,132,509,0.25933,,,,,,Female only,Community,,,,,2012,2012,"
Michelsen 2014 The effectiveness of BCG vaccination in preventing Mycobacterium tuberculosis infection and disease in Greenland 
"
Tasiilaq,Greenland,LTBI prevalence - IGRA,Site,5,30,148,444,0.33333,,,,,,Male only,Community,,,,,2012,2012,"
Michelsen 2014 The effectiveness of BCG vaccination in preventing Mycobacterium tuberculosis infection and disease in Greenland 
"
Tasiilaq,Greenland,TB incidence,Site,0,100,35,3500,0.01,Numerator estimated from percent and denominator,,,,,Both,Community,,,,,2010,2012,"
Site presentation"
TASK Applied Science (Delft CHC),South Africa,HIV incidence,District,15,49,26440,5287863,0.005,Numerator estimated from percent and denominator,,,,,Both,Community,,,,"
In Western Cape Province per year for the same age group",2009,2009,"
2012 TB018 presentation"
TASK Applied Science (Delft CHC),South Africa,HIV prevalence,District,0,100,19916,152030,0.131,Numerator estimated from percent and denominator,,,,,Both,Community,,,,,2010,2010,"
2012 TB018 presentation"
TASK Applied Science (Delft CHC),South Africa,HIV prevalence,Site,0,100,15000,75000,0.2,Numerator estimated from percent and denominator,,,,,Both,TB patients (undefined),,,,,2012,2012,"
TB018 presentation"
TASK Applied Science (Delft CHC),South Africa,HIV prevalence,Site,18,52,61,812,0.07512,,,,,,Both,Trial (clinical),,,,,2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,HIV prevalence,Site,18,52,19,374,0.0508,,,,,,Male only,Trial (clinical),,,,,2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,HIV prevalence,Site,18,52,42,438,0.09589,,,,,,Female only,Trial (clinical),,,,,2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,HIV prevalence,Site,18,22,4,213,0.01878,,,,,,Both,Trial (clinical),,,,,2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,HIV prevalence,Site,23,27,12,196,0.06122,,,,,,Both,Trial (clinical),,,,,2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,HIV prevalence,Site,28,32,16,108,0.14815,,,,,,Both,Trial (clinical),,,,,2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,HIV prevalence,Site,33,37,14,92,0.15217,,,,,,Both,Trial (clinical),,,,,2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,HIV prevalence,Site,38,42,8,77,0.1039,,,,,,Both,Trial (clinical),,,,,2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,HIV prevalence,Site,43,47,3,71,0.04225,,,,,,Both,Trial (clinical),,,,,2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,HIV prevalence,Site,48,52,4,55,0.07273,,,,,,Both,Trial (clinical),,,,,2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,0,100,233,345,0.675,Numerator estimated from percent and denominator,,,,,Both,HIV- population,HIV+ population,,,,2012,2012,"
Theron 2012 Do adjunct tuberculosis tests, when combined with Xpert MTB/RIF, improve accuracy and the cost of diagnosis in a resource-poor setting"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,18,100,330,779,0.424,Numerator estimated from percent and denominator,,,,,Both,HIV+ population,,,,,2012,2012,"
Rangaka 2012 Interferon release does not add discriminatory value to smear-negative HIV–tuberculosis algorithms"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,18,100,25,60,0.417,Numerator estimated from percent and denominator,,,,,Both,Community,,,,,2009,2009,"
Dheda 2009 Utility of quantitative T-cell responses versus unstimulated interferon-y for the diagnosis of pleural tuberculosis"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,0,3,68,397,0.171,Numerator estimated from percent and denominator,,,,,Both,Community,,,,,2007,2008,"
Moyo 2011 Tuberculin skin test and QuantiFERON® assay in young children investigated for tuberculosis in South Africa"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,18,100,234,395,0.592,Numerator estimated from percent and denominator,,,,,Both,HIV- population,HIV+ population,,,,2011,2011,"
Ling 2011 Are interferon-c release assays useful for diagnosing active tuberculosis in a high-burden setting"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,18,52,586,812,0.72167,,,,,,Both,Trial (clinical),,,,"
30.82 yo is mean age of infection",2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,18,52,275,374,0.73529,,,,,,Male only,Trial (clinical),,,,"
30.82 yo is mean age of infection",2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,18,52,311,438,0.71005,,,,,,Female only,Trial (clinical),,,,"
30.82 yo is mean age of infection",2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,18,22,135,213,0.6338,,,,,,Both,Trial (clinical),,,,"
30.82 yo is mean age of infection",2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,23,27,147,196,0.75,,,,,,Both,Trial (clinical),,,,"
30.82 yo is mean age of infection",2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,28,32,90,108,0.83333,,,,,,Both,Trial (clinical),,,,"
30.82 yo is mean age of infection",2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,33,37,66,92,0.71739,,,,,,Both,Trial (clinical),,,,"
30.82 yo is mean age of infection",2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,38,42,57,77,0.74026,,,,,,Both,Trial (clinical),,,,"
30.82 yo is mean age of infection",2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,43,47,47,71,0.66197,,,,,,Both,Trial (clinical),,,,"
30.82 yo is mean age of infection",2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,48,52,44,55,0.8,,,,,,Both,Trial (clinical),,,,"
30.82 yo is mean age of infection",2015 07 01,2015 07 01,"
TB018"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,0,100,248,345,0.719,Numerator estimated from percent and denominator,,,,,Both,HIV- population,,,,,2012,2012,"
Theron 2012 Do adjunct tuberculosis tests, when combined with Xpert MTB/RIF, improve accuracy and the cost of diagnosis in a resource-poor setting"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,0,100,200,345,0.579,Numerator estimated from percent and denominator,,,,,Both,HIV+ population,,,,,2012,2012,"
Theron 2012 Do adjunct tuberculosis tests, when combined with Xpert MTB/RIF, improve accuracy and the cost of diagnosis in a resource-poor setting"
TASK Applied Science (Delft CHC),South Africa,LTBI prevalence - IGRA,Site,18,100,175,395,0.444,Numerator estimated from percent and denominator,,,,,Both,HIV+ population,,,,,2011,2011,"
Ling 2011 Are interferon-c release assays useful for diagnosing active tuberculosis in a high-burden setting"
