Organization_Site,Country,Data_type,Data_level,Age_range_low,Age_range_high,Numerator,Denominator,Percent,Estimates,TB Type,Gender,Population,CDR,Comments,Data_Year_Min,Data_Year_Max,Data_source
SATVI,South Africa,TB incidence,Site,0,0,8,28,0.2857,,PTB,Both,Trial (epidemiological),,"
?Among NTM+ participants
18 months median age",2012,2012,"
NTM presentation?"
SATVI,South Africa,TB incidence,Site,0,0,9,22,0.4091,,PTB,Both,LTBI+ population;#Trial (epidemiological),,"
14 months median age",2012,2012,"
NTM presentation?"
SEREFO TB-HIV Program,Mali,HIV prevalence,District,15,49,"38,000","2,000,000",0.0190,Numerator estimated from percent and denominator,,Both,Community,,,2015,2015,"
?PQV"
SEREFO TB-HIV Program,Mali,HIV prevalence,District,15,49,"440,000","2,000,000",0.2200,Numerator estimated from percent and denominator,,Both,TB patients (incident cases),,,2015,2015,"
PQV?"
SEREFO TB-HIV Program,Mali,LTBI prevalence - IGRA,Site,18,100,9,39,0.2308,,,Both,Community,,,2015,2015,"
TB infection presentation"
SEREFO TB-HIV Program,Mali,LTBI prevalence - IGRA,Site,18,35,7,35,0.2000,,,Both,Community,,,2015,2015,"
TB infection presentation"
SEREFO TB-HIV Program,Mali,LTBI prevalence - IGRA,Site,36,50,1,2,0.5000,,,Both,Community,,,2015,2015,"
TB infection presentation"
SEREFO TB-HIV Program,Mali,LTBI prevalence - IGRA,Site,50,100,1,2,0.5000,,,Both,Community,,,2015,2015,"
TB infection presentation?"
SEREFO TB-HIV Program,Mali,LTBI prevalence - TST,Site,18,35,49,67,0.7313,,,Both,HIV- population,,"
?TST cut-off not provided",2015,2015,"
TB infection presentation"
SEREFO TB-HIV Program,Mali,LTBI prevalence - TST,Site,36,50,5,6,0.8333,,,Both,HIV- population,,"
?TST cut-off not provided",2015,2015,"
TB infection presentation"
SEREFO TB-HIV Program,Mali,LTBI prevalence - TST,Site,50,100,1,3,0.3333,,,Both,HIV+ population,,"
?TST cut-off not provided",2015,2015,"
TB infection presentation"
SEREFO TB-HIV Program,Mali,LTBI prevalence - TST,Site,0,100,54,73,0.7397,,,Both,HIV- population,,"
?TST cut-off not provided",2015,2015,"
TB infection presentation"
SEREFO TB-HIV Program,Mali,LTBI prevalence - TST,Site,18,35,9,32,0.2813,,,Both,HIV+ population,,"
?TST cut-off not provided",2015,2015,"
TB infection presentation?"
SEREFO TB-HIV Program,Mali,LTBI prevalence - TST,Site,36,50,3,12,0.2500,,,Both,HIV+ population,,"
?TST cut-off not provided",2015,2015,"
TB infection presentation?"
SEREFO TB-HIV Program,Mali,LTBI prevalence - TST,Site,0,100,13,47,0.2766,,,Both,HIV+ population,,"
?TST cut-off not provided",2015,2015,"
TB infection presentation?"
SEREFO TB-HIV Program,Mali,TB incidence,District,0,75,"2,400","2,000,000",0.0012,Numerator estimated from percent and denominator,PTB,Both,Community,,,2015,2015,"
PQV?"
Setshaba Research Centre,South Africa,HIV incidence,Site,18,40,,,0.0300,,,Both,Community,,"
?Percent ranges from 3-6% per year",2012,2012,"
TB018 presentation?"
Setshaba Research Centre,South Africa,HIV incidence,Site,0,100,,,0.0600,,,Both,High-risk population (undefined),,,2013,2013,"
Site description?"
Setshaba Research Centre,South Africa,HIV incidence,Site,0,100,,,0.0300,,,Both,Community,,"
?Percent ranges from 3-4%",2013,2013,"
Site description?"
Setshaba Research Centre,South Africa,HIV prevalence,District,15,49,"528,000","2,200,000",0.2400,Numerator estimated from percent and denominator,,Both,Community,,,2013,2013,"
?PQV & 2012 TB018 presentation"
Setshaba Research Centre,South Africa,HIV prevalence,Site,0,100,,,0.5000,,,Both,Community;#TB patients (incident cases),,"
?In Boikhutsong",2013,2013,"
PQV?"
Setshaba Research Centre,South Africa,HIV prevalence,District,0,100,"594,000","2,200,000",0.2700,Numerator estimated from percent and denominator,,Both,Community,,,2012,2012,"
TB018 presentation?"
Setshaba Research Centre,South Africa,HIV prevalence,Site,18,52,114,935,0.1219,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
Setshaba Research Centre,South Africa,HIV prevalence,Site,18,52,39,505,0.0772,,,Male only,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
Setshaba Research Centre,South Africa,HIV prevalence,Site,18,52,75,430,0.1744,,,Female only,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
Setshaba Research Centre,South Africa,HIV prevalence,Site,18,22,10,257,0.0389,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
Setshaba Research Centre,South Africa,HIV prevalence,Site,23,27,21,270,0.0778,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
Setshaba Research Centre,South Africa,HIV prevalence,Site,28,32,33,173,0.1908,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
Setshaba Research Centre,South Africa,HIV prevalence,Site,33,37,26,114,0.2281,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
Setshaba Research Centre,South Africa,HIV prevalence,Site,38,42,10,50,0.2000,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
Setshaba Research Centre,South Africa,HIV prevalence,Site,43,47,13,48,0.2708,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
Setshaba Research Centre,South Africa,HIV prevalence,Site,48,52,1,23,0.0435,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
Setshaba Research Centre,South Africa,LTBI prevalence - IGRA,Site,18,100,20,60,0.3300,Numerator estimated from percent and denominator,,Both,HIV+ population,,,2009,2009,"
?Veldsman 2009 QuantiFERON-TB GOLD ELISA assay for the detection of Mycobacterium tuberculosis-specific antigens in blood specimens of HIV-positive patients in a high-burden country"
Setshaba Research Centre,South Africa,LTBI prevalence - IGRA,Site,18,52,450,935,0.4813,,,Both,Trial (clinical),,"
?29.50 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
Setshaba Research Centre,South Africa,LTBI prevalence - IGRA,Site,18,52,228,505,0.4515,,,Male only,Trial (clinical),,"
?29.50 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
Setshaba Research Centre,South Africa,LTBI prevalence - IGRA,Site,18,52,222,430,0.5163,,,Female only,Trial (clinical),,"
?29.50 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
Setshaba Research Centre,South Africa,LTBI prevalence - IGRA,Site,18,22,88,257,0.3424,,,Both,Trial (clinical),,"
?29.50 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
Setshaba Research Centre,South Africa,LTBI prevalence - IGRA,Site,23,27,130,270,0.4815,,,Both,Trial (clinical),,"
?29.50 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
Setshaba Research Centre,South Africa,LTBI prevalence - IGRA,Site,28,32,96,173,0.5549,,,Both,Trial (clinical),,"
?29.50 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
??TB018"
Setshaba Research Centre,South Africa,LTBI prevalence - IGRA,Site,33,37,61,114,0.5351,,,Both,Trial (clinical),,"
?29.50 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
??TB018"
Setshaba Research Centre,South Africa,LTBI prevalence - IGRA,Site,38,42,28,50,0.5600,,,Both,Trial (clinical),,"
?29.50 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
??TB018"
Setshaba Research Centre,South Africa,LTBI prevalence - IGRA,Site,43,47,34,48,0.7083,,,Both,Trial (clinical),,"
?29.50 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
???TB018"
Setshaba Research Centre,South Africa,LTBI prevalence - IGRA,Site,48,52,13,23,0.5652,,,Both,Trial (clinical),,"
?29.50 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
??TB018"
Setshaba Research Centre,South Africa,TB incidence,District,15,24,"1,019","2,200,000",0.0005,,PTB,Both,TB patients (notified cases),,,2010,2010,"
?2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,District,25,34,"3,361","2,200,000",0.0015,,PTB,Both,TB patients (notified cases),,,2010,2010,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,District,35,44,"3,509","2,200,000",0.0016,,PTB,Both,TB patients (notified cases),,,2010,2010,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,District,45,54,"1,879","2,200,000",0.0009,,PTB,Both,TB patients (notified cases),,,2010,2010,"
??2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,District,0,4,418,"2,200,000",0.0002,,PTB,Male only,TB patients (undefined),,,2010,2011,"
??2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,District,5,14,208,"2,200,000",0.0001,,PTB,Male only,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,District,15,24,362,"2,200,000",0.0002,,PTB,Male only,TB patients (undefined),,,2010,2011,"
??2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,District,25,34,"1,479","2,200,000",0.0007,,PTB,Male only,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,District,35,44,"1,932","2,200,000",0.0009,,PTB,Male only,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,District,45,54,"1,179","2,200,000",0.0005,,PTB,Male only,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,District,55,64,549,"2,200,000",0.0003,,PTB,Male only,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation??"
Setshaba Research Centre,South Africa,TB incidence,District,65,74,147,"2,200,000",0.0001,,PTB,Male only,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,District,75,100,31,"2,200,000",0.0000,,PTB,Male only,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,District,0,7,940,"2,200,000",0.0004,,SS not done;#PTB,Both,Community,,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,District,7,100,"9,095","2,200,000",0.0041,,SS+;#SS-;#SS not done;#PTB,Both,Community,,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,District,0,100,"20,600","2,200,000",0.0094,,EPTB;#PTB,Both,Community,,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,0,4,404,"2,200,000",0.0002,,PTB,Female only,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,0,4,822,"2,200,000",0.0004,,PTB,Both,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,5,14,211,"2,200,000",0.0001,,PTB,Female only,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,5,14,419,"2,200,000",0.0002,,PTB,Both,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,15,24,695,"2,200,000",0.0003,,PTB,Female only,TB patients (undefined),,,2010,2011,"
??2012 TB018 presentation"
Setshaba Research Centre,South Africa,TB incidence,Site,15,24,"1,057","2,200,000",0.0005,,PTB,Both,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,25,34,"1,833","2,200,000",0.0008,,PTB,Female only,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,25,34,"3,312","2,200,000",0.0015,,PTB,Both,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,35,44,"1,434","2,200,000",0.0007,,PTB,Female only,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,35,44,"3,366","2,200,000",0.0015,,PTB,Both,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,45,54,714,"2,200,000",0.0003,,PTB,Female only,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,45,54,"1,893","2,200,000",0.0009,,PTB,Both,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,55,64,312,"2,200,000",0.0001,,PTB,Female only,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,55,64,861,"2,200,000",0.0004,,PTB,Both,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,65,74,96,"2,200,000",0.0000,,PTB,Female only,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,65,74,243,"2,200,000",0.0001,,PTB,Both,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,75,100,31,"2,200,000",0.0000,,PTB,Female only,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,75,100,62,"2,200,000",0.0000,,PTB,Both,TB patients (undefined),,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,7,100,"3,317","2,200,000",0.0015,,SS+;#PTB,Both,Community,,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,7,100,"3,892","2,200,000",0.0018,,SS-;#PTB,Both,Community,,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,7,100,"1,886","2,200,000",0.0009,,SS not done;#PTB,Both,Community,,,2010,2011,"
2012 TB018 presentation?"
Setshaba Research Centre,South Africa,TB incidence,Site,0,100,"1,470","2,200,000",0.0007,,EPTB,Both,Community,,,2010,2011,"
2012 TB018 presentation?"
Shivgarh,India,TB incidence,Site,0,100,,,0.0012,,,Both,Community,,"
?In Mohanlalganij Block?",2012,2012,"
TB018 presentation?"
Shivgarh,India,TB incidence,Site,0,100,,,0.0014,,,Both,Community,,,2010,2010,"
TB018 presentation?"
Shivgarh,India,TB incidence,Site,0,100,,,0.0012,,,Both,Community,,,2011,2011,"
TB018 presentation?"
Shivgarh,India,TB incidence,Site,20,100,,,0.0027,,,Both,Community,,,2010,2010,"
TB018 presentation?"
Shivgarh,India,TB incidence,Site,20,100,,,0.0025,,,Both,Community,,,2011,2011,"
TB018 presentation?"
Shivgarh,India,TB incidence,Site,0,100,328,"282,000",0.0012,,SS+;#SS-,Both,Community,,"
?In Mohanlalganj Block",2012,2012,"
TB018 presentation?"
Shivgarh,India,TB incidence,Site,0,100,219,"282,000",0.0008,,SS+,Both,Community,,"
I?n Mohanlalganj Block",2012,2012,"
TB018 presentation?"
Shivgarh,India,TB incidence,Site,0,100,109,"282,000",0.0004,,SS-,Both,Community,,"
?In Mohanlalganj Block",2012,2012,"
TB018 presentation?"
Shivgarh,India,TB incidence,Site,0,100,301,"267,000",0.0011,,SS+;#SS-,Both,Community,,"
?In Gosaiganj Block",2012,2012,"
TB018 presentation?"
Shivgarh,India,TB incidence,Site,0,100,200,"267,000",0.0007,,SS+,Both,Community,,"
?In Gosaiganj Block",2012,2012,"
TB018 presentation?"
Shivgarh,India,TB incidence,Site,0,100,101,"267,000",0.0004,,SS-,Both,Community,,"
??In Gosaiganj Block",2012,2012,"
TB018 presentation?"
SJRI (Palamaner),India,LTBI prevalence - TST,Site,18,41,2,69,0.0290,,,Male only,Trial (clinical),,"
?21.74 yo is mean age of infection; TST => 15 mm",2011,2011,"
C-004-402?"
SJRI (Palamaner),India,LTBI prevalence - TST,Site,11,18,794,"6,608",0.1202,,,Both,Students,,"
?TST => 10 mm",2007,2010,"
?Uppada 2014 The tuberculin skin test in school going adolescents in South India: associations of socio-demographic and clinical characteristics with TST positivity and non-response 
 "
SJRI (Palamaner),India,LTBI prevalence - TST,Site,11,18,444,"3,414",0.1301,,,Male only,Students,,"
?TST => 10 mm ",2007,2010,"
?Uppada 2014 The tuberculin skin test in school going adolescents in South India: associations of socio-demographic and clinical characteristics with TST positivity and non-response
?"
SJRI (Palamaner),India,LTBI prevalence - TST,Site,11,18,350,"3,194",0.1096,,,Female only,Students,,"
?TST => 10 mm ",2007,2010,"
??Uppada 2014 The tuberculin skin test in school going adolescents in South India: associations of socio-demographic and clinical characteristics with TST positivity and non-response"
SJRI (Palamaner),India,LTBI prevalence - TST,Site,11,12,193,"1,778",0.1086,,,Both,Students,,"
?TST => 10 mm ",2007,2010,"
?Uppada 2014 The tuberculin skin test in school going adolescents in South India: associations of socio-demographic and clinical characteristics with TST positivity and non-response
?"
SJRI (Palamaner),India,LTBI prevalence - TST,Site,13,14,408,"3,498",0.1166,,,Both,Students,,"
?TST => 10 mm ",2007,2010,"
?Uppada 2014 The tuberculin skin test in school going adolescents in South India: associations of socio-demographic and clinical characteristics with TST positivity and non-response
?"
SJRI (Palamaner),India,LTBI prevalence - TST,Site,15,16,153,"1,100",0.1391,,,Both,Students,,"
?TST => 10 mm ",2007,2010,"
?Uppada 2014 The tuberculin skin test in school going adolescents in South India: associations of socio-demographic and clinical characteristics with TST positivity and non-response
?"
SJRI (Palamaner),India,LTBI prevalence - TST,Site,17,18,40,232,0.1724,,,Both,Students,,"
?TST => 10 mm ",2007,2010,"
?Uppada 2014 The tuberculin skin test in school going adolescents in South India: associations of socio-demographic and clinical characteristics with TST positivity and non-response
?"
Socios en Salud,Peru,LTBI prevalence - TST,Site,0,4,230,"1,791",0.1284,,,Both,High-risk population (HHC),,"
?TST induration =>10mm",2009,2012,"
?Zelner 2014 Bacillus Calmette-Guerin and Isoniazid Preventive Therapy Protect Contacts of Patients with Tuberculosis"
Socios en Salud,Peru,LTBI prevalence - TST,Site,5,9,298,"1,464",0.2036,,,Both,High-risk population (HHC),,"
?TST induration =>10mm ",2009,2012,"
?Zelner 2014 Bacillus Calmette-Guerin and Isoniazid Preventive Therapy Protect Contacts of Patients with Tuberculosis "
Socios en Salud,Peru,LTBI prevalence - TST,Site,10,14,363,"1,340",0.2709,,,Both,High-risk population (HHC),,"
?TST induration =>10mm ",2009,2012,"
?Zelner 2014 Bacillus Calmette-Guerin and Isoniazid Preventive Therapy Protect Contacts of Patients with Tuberculosis "
Socios en Salud,Peru,LTBI prevalence - TST,Site,15,19,384,"1,401",0.2741,,,Both,High-risk population (HHC),,"
?TST induration =>10mm ",2009,2012,"
?Zelner 2014 Bacillus Calmette-Guerin and Isoniazid Preventive Therapy Protect Contacts of Patients with Tuberculosis "
Socios en Salud,Peru,LTBI prevalence - TST,Site,20,29,929,"2,468",0.3764,,,Both,High-risk population (HHC),,"
?TST induration =>10mm ",2009,2012,"
?Zelner 2014 Bacillus Calmette-Guerin and Isoniazid Preventive Therapy Protect Contacts of Patients with Tuberculosis "
Socios en Salud,Peru,LTBI prevalence - TST,Site,30,39,764,"1,734",0.4406,,,Both,High-risk population (HHC),,"
?TST induration =>10mm ",2009,2012,"
?Zelner 2014 Bacillus Calmette-Guerin and Isoniazid Preventive Therapy Protect Contacts of Patients with Tuberculosis "
Socios en Salud,Peru,LTBI prevalence - TST,Site,40,49,787,"1,558",0.5051,,,Both,High-risk population (HHC),,"
?TST induration =>10mm ",2009,2012,"
?Zelner 2014 Bacillus Calmette-Guerin and Isoniazid Preventive Therapy Protect Contacts of Patients with Tuberculosis "
Socios en Salud,Peru,LTBI prevalence - TST,Site,50,100,"1,015","2,219",0.4574,,,Both,High-risk population (HHC),,"
?TST induration =>10mm",2009,2012,"
?Zelner 2014 Bacillus Calmette-Guerin and Isoniazid Preventive Therapy Protect Contacts of Patients with Tuberculosis "
St. Peter's Hospital,Ethiopia,HIV prevalence,Site,15,100,63,120,0.5250,,,Both,TB patients (receiving treatment),,,2014,2014,"
?Damtew 2014 Prevalence of diabetes mellitus among active pulmonary tuberculosis patients at St. Peter Specialized Hospital, Addis Ababa, Ethiopia"
St. Peter's Hospital,Ethiopia,HIV prevalence,Site,15,100,31,67,0.4627,,,Male only,TB patients (receiving treatment),,,2014,2014,"
?Damtew 2014 Prevalence of diabetes mellitus among active pulmonary tuberculosis patients at St. Peter Speacialized Hospital, Addis Ababa, Ethiopia"
St. Peter's Hospital,Ethiopia,HIV prevalence,Site,15,100,32,53,0.6038,,,Female only,TB patients (receiving treatment),,,2014,2014,"
?Damtew 2014 Prevalence of diabetes mellitus among active pulmonary tuberculosis patients at St. Peter Specialized Hospital, Addis Ababa, Ethiopia
?"
St. Peter's Hospital,Ethiopia,TB prevalence - drug resistant,Site,10,75,207,382,0.5419,,Default/retreatment,Male only,TB patients (receiving treatment);#TB patients (relapse cases),,"
  ",2012,2013,"
?Abate 2014 Isoniazid and rifampicin resistance mutations and their effect on second-line anti-tuberculosis treatment"
